0,54772;0,56044;-0,56044;-0,56044;-0,56044;-0,56044;-0,56044;-0,56044;0,56044;0,56044;-0,56044;0,56044;-0,56044;0,56044;-0,56044;-0,56044;0,56044;0,56044;0,56044;0,56044;-0,56044
-0,54772;-0,56044;0,56044;0,56044;0,56044;0,56044;0,56044;0,56044;-0,56044;-0,56044;0,56044;-0,56044;0,56044;-0,56044;0,56044;0,56044;-0,56044;-0,56044;-0,56044;-0,56044;0,56044
